TransactionID,Date,CustomerID,Region,ProductCategory,ProductName,UnitsSold,UnitPrice,Revenue,Discount,ProfitMargin,PaymentMethod,SalesRep,CustomerSatisfaction
2973,2022-05-04 20:00:00,1963,North,Home,Laptop,15,209.43,2199.02,0.3,0.25,PayPal,Alice,4
2974,2022-05-04 21:00:00,4055,East,Sports,Shirt,18,293.5,4649.04,0.12,0.23,Credit Card,Ethan,4
2975,2022-05-04 22:00:00,1372,West,Beauty,Sofa,16,352.16,5465.52,0.03,0.15,Bank Transfer,Charlie,1
2976,2022-05-04 23:00:00,4635,West,Sports,Perfume,2,109.05,196.29,0.1,0.37,Credit Card,Charlie,1
2977,2022-05-05 00:00:00,3541,East,Sports,Shirt,12,419.17,3671.93,0.27,0.31,Bank Transfer,Bob,4
2978,2022-05-05 01:00:00,4610,North,Sports,Shirt,1,423.63,326.2,0.23,0.22,Credit Card,Diana,1
2979,2022-05-05 02:00:00,2692,North,Sports,Laptop,2,319.32,593.94,0.07,0.28,PayPal,Ethan,5
2980,2022-05-05 03:00:00,3798,South,Beauty,Football,14,460.94,4581.74,0.29,0.17,Cash,Diana,2
2981,2022-05-05 04:00:00,2179,South,Beauty,Football,7,407.43,2310.13,0.19,0.07,Credit Card,Alice,3
2982,2022-05-05 05:00:00,3338,South,Sports,Sofa,17,114.7,1852.4,0.05,0.12,Cash,Diana,4
2983,2022-05-05 06:00:00,2671,East,Home,Laptop,15,400.35,4984.36,0.17,0.08,Cash,Diana,5
2984,2022-05-05 07:00:00,4215,West,Sports,Football,17,476.84,6971.4,0.14,0.23,Cash,Bob,1
2985,2022-05-05 08:00:00,1105,South,Beauty,Perfume,9,73.12,493.56,0.25,0.27,Credit Card,Alice,3
2986,2022-05-05 09:00:00,2443,West,Clothing,Laptop,13,489.46,5726.68,0.1,0.18,Cash,Charlie,4
2987,2022-05-05 10:00:00,3717,West,Sports,Laptop,2,17.37,25.71,0.26,0.24,Credit Card,Diana,1
2988,2022-05-05 11:00:00,2681,West,Sports,Football,15,263.47,3003.56,0.24,0.08,Bank Transfer,Alice,1
2989,2022-05-05 12:00:00,1001,East,Sports,Shirt,11,388.08,3415.1,0.2,0.32,Cash,Alice,3
2990,2022-05-05 13:00:00,3636,East,Sports,Laptop,19,396.27,6926.8,0.08,0.06,Bank Transfer,Charlie,1
2991,2022-05-05 14:00:00,3691,East,Electronics,Shirt,14,368.66,3664.48,0.29,0.27,Cash,Bob,3
2992,2022-05-05 15:00:00,3137,East,Sports,Sofa,4,267.03,897.22,0.16,0.2,Credit Card,Alice,5
2993,2022-05-05 16:00:00,4416,South,Beauty,Sofa,11,327.23,2627.66,0.27,0.11,Credit Card,Charlie,4
2994,2022-05-05 17:00:00,1349,North,Beauty,Football,16,351.47,5286.11,0.06,0.23,Bank Transfer,Ethan,1
2995,2022-05-05 18:00:00,4530,North,Electronics,Sofa,2,249.8,349.72,0.3,0.32,Bank Transfer,Alice,2
2996,2022-05-05 19:00:00,2286,North,Sports,Football,2,299.86,455.79,0.24,0.19,PayPal,Ethan,3
2997,2022-05-05 20:00:00,4422,South,Home,Football,9,423.95,2747.2,0.28,0.18,PayPal,Ethan,5
2998,2022-05-05 21:00:00,4179,North,Sports,Shirt,4,159.88,601.15,0.06,0.1,PayPal,Alice,2
2999,2022-05-05 22:00:00,4657,South,Beauty,Shirt,8,263.99,1837.37,0.13,0.26,Cash,Charlie,4
3000,2022-05-05 23:00:00,2062,South,Clothing,Sofa,18,9.2,160.63,0.03,0.34,Bank Transfer,Ethan,5
3001,2022-05-06 00:00:00,3956,South,Clothing,Shirt,15,345.28,4972.03,0.04,0.25,PayPal,Bob,3
3002,2022-05-06 01:00:00,3206,North,Home,Laptop,2,101.72,185.13,0.09,0.11,Bank Transfer,Diana,5
3003,2022-05-06 02:00:00,4654,West,Sports,Perfume,11,243.1,1898.61,0.29,0.28,PayPal,Ethan,5
3004,2022-05-06 03:00:00,4006,North,Electronics,Laptop,17,109.05,1483.08,0.2,0.06,Bank Transfer,Ethan,5
3005,2022-05-06 04:00:00,3359,North,Sports,Laptop,7,16.65,106.06,0.09,0.34,Bank Transfer,Diana,4
3006,2022-05-06 05:00:00,4312,East,Home,Football,8,244.19,1387.0,0.29,0.37,PayPal,Charlie,2
3007,2022-05-06 06:00:00,1444,South,Home,Perfume,10,215.29,1679.26,0.22,0.26,Cash,Bob,5
3008,2022-05-06 07:00:00,3345,West,Home,Football,3,215.45,471.84,0.27,0.36,PayPal,Bob,1
3009,2022-05-06 08:00:00,1951,East,Clothing,Shirt,13,108.36,1014.25,0.28,0.08,Bank Transfer,Ethan,5
3010,2022-05-06 09:00:00,1035,West,Sports,Shirt,17,473.87,6202.96,0.23,0.13,Credit Card,Alice,5
3011,2022-05-06 10:00:00,2107,West,Sports,Perfume,13,6.74,81.49,0.07,0.16,Cash,Alice,4
3012,2022-05-06 11:00:00,2475,South,Electronics,Sofa,19,446.31,5935.92,0.3,0.32,Cash,Ethan,4
3013,2022-05-06 12:00:00,4957,North,Home,Shirt,9,369.77,2995.14,0.1,0.22,Credit Card,Alice,4
3014,2022-05-06 13:00:00,2798,South,Home,Laptop,16,90.18,1154.3,0.2,0.17,PayPal,Bob,4
3015,2022-05-06 14:00:00,2845,South,Beauty,Perfume,5,238.74,895.28,0.25,0.11,Bank Transfer,Bob,5
3016,2022-05-06 15:00:00,2408,East,Beauty,Perfume,9,494.48,4227.8,0.05,0.33,PayPal,Diana,5
3017,2022-05-06 16:00:00,2195,South,Clothing,Shirt,9,323.63,2388.39,0.18,0.06,Bank Transfer,Bob,3
3018,2022-05-06 17:00:00,2399,North,Sports,Shirt,6,68.05,363.39,0.11,0.17,Credit Card,Charlie,4
3019,2022-05-06 18:00:00,2708,West,Electronics,Football,10,231.53,2153.23,0.07,0.13,Bank Transfer,Bob,3
3020,2022-05-06 19:00:00,2385,South,Electronics,Football,18,236.76,4261.68,0.0,0.1,Bank Transfer,Ethan,2
3021,2022-05-06 20:00:00,3606,West,Home,Laptop,11,402.12,3273.26,0.26,0.11,PayPal,Alice,4
3022,2022-05-06 21:00:00,3938,South,Electronics,Perfume,15,458.5,6602.4,0.04,0.22,Bank Transfer,Alice,2
3023,2022-05-06 22:00:00,3188,West,Home,Sofa,7,45.71,236.78,0.26,0.2,PayPal,Bob,1
3024,2022-05-06 23:00:00,3934,South,Sports,Sofa,14,160.45,1841.97,0.18,0.23,PayPal,Bob,5
3025,2022-05-07 00:00:00,4989,East,Electronics,Perfume,8,152.73,989.69,0.19,0.3,Cash,Alice,5
3026,2022-05-07 01:00:00,4189,West,Home,Laptop,19,498.04,7097.07,0.25,0.36,Credit Card,Alice,3
3027,2022-05-07 02:00:00,2300,South,Sports,Football,15,281.82,3593.2,0.15,0.09,PayPal,Bob,5
3028,2022-05-07 03:00:00,3773,South,Sports,Football,19,440.52,7449.19,0.11,0.08,Credit Card,Charlie,2
3029,2022-05-07 04:00:00,2243,East,Home,Football,18,215.89,3730.58,0.04,0.16,Cash,Charlie,5
3030,2022-05-07 05:00:00,4976,East,Home,Sofa,17,362.75,5118.4,0.17,0.24,PayPal,Alice,4
3031,2022-05-07 06:00:00,4097,East,Clothing,Sofa,3,146.86,365.68,0.17,0.08,Credit Card,Diana,1
3032,2022-05-07 07:00:00,1520,West,Sports,Laptop,3,456.33,1245.78,0.09,0.3,Cash,Charlie,3
3033,2022-05-07 08:00:00,2806,West,Home,Sofa,7,230.3,1321.92,0.18,0.24,Cash,Ethan,3
3034,2022-05-07 09:00:00,1009,East,Sports,Shirt,10,402.84,3504.71,0.13,0.31,Bank Transfer,Alice,3
3035,2022-05-07 10:00:00,1983,North,Electronics,Sofa,17,131.63,1700.66,0.24,0.18,Bank Transfer,Charlie,4
3036,2022-05-07 11:00:00,3425,North,Beauty,Football,15,348.33,4336.71,0.17,0.19,Credit Card,Bob,5
3037,2022-05-07 12:00:00,2656,South,Beauty,Laptop,8,205.55,1183.97,0.28,0.33,PayPal,Diana,4
3038,2022-05-07 13:00:00,2660,North,Home,Perfume,17,20.56,293.6,0.16,0.14,Bank Transfer,Bob,2
3039,2022-05-07 14:00:00,3729,South,Home,Perfume,3,209.44,458.67,0.27,0.18,PayPal,Bob,5
3040,2022-05-07 15:00:00,3631,West,Sports,Laptop,4,277.26,931.59,0.16,0.05,Bank Transfer,Diana,4
3041,2022-05-07 16:00:00,3199,West,Home,Shirt,8,80.12,532.0,0.17,0.24,Bank Transfer,Alice,2
3042,2022-05-07 17:00:00,1719,North,Sports,Perfume,13,96.04,1111.18,0.11,0.35,Credit Card,Bob,2
3043,2022-05-07 18:00:00,2072,West,Home,Football,1,235.11,206.9,0.12,0.06,Bank Transfer,Alice,4
3044,2022-05-07 19:00:00,4225,East,Sports,Perfume,18,174.65,2263.46,0.28,0.26,Cash,Alice,4
3045,2022-05-07 20:00:00,1858,East,Home,Perfume,11,223.17,2283.03,0.07,0.35,Bank Transfer,Alice,1
3046,2022-05-07 21:00:00,2316,North,Clothing,Football,6,233.11,1342.71,0.04,0.22,Bank Transfer,Bob,4
3047,2022-05-07 22:00:00,2603,North,Sports,Sofa,16,74.34,892.08,0.25,0.16,Credit Card,Alice,3
3048,2022-05-07 23:00:00,1049,South,Clothing,Shirt,19,94.69,1493.26,0.17,0.4,Credit Card,Bob,5
3049,2022-05-08 00:00:00,3711,West,Clothing,Football,17,424.84,6572.27,0.09,0.07,Cash,Alice,2
3050,2022-05-08 01:00:00,3578,South,Clothing,Football,18,85.55,1339.71,0.13,0.12,Credit Card,Ethan,3
3051,2022-05-08 02:00:00,4683,South,Clothing,Laptop,11,334.63,3091.98,0.16,0.36,Bank Transfer,Bob,3
3052,2022-05-08 03:00:00,4131,East,Electronics,Shirt,14,212.17,2435.71,0.18,0.15,Cash,Ethan,2
3053,2022-05-08 04:00:00,4238,East,Beauty,Sofa,12,484.28,4358.52,0.25,0.34,Bank Transfer,Alice,5
3054,2022-05-08 05:00:00,4273,East,Electronics,Football,7,37.72,232.36,0.12,0.17,Bank Transfer,Bob,1
3055,2022-05-08 06:00:00,3904,East,Home,Sofa,17,416.04,5658.14,0.2,0.33,Cash,Diana,1
3056,2022-05-08 07:00:00,1145,South,Home,Football,5,248.27,931.01,0.25,0.29,Credit Card,Ethan,3
3057,2022-05-08 08:00:00,1914,East,Beauty,Football,14,7.65,80.32,0.25,0.21,Credit Card,Charlie,3
3058,2022-05-08 09:00:00,4747,West,Beauty,Laptop,13,135.51,1620.7,0.08,0.23,Bank Transfer,Charlie,4
3059,2022-05-08 10:00:00,4040,East,Beauty,Perfume,12,206.81,2208.73,0.11,0.11,Credit Card,Diana,1
3060,2022-05-08 11:00:00,2462,East,Clothing,Shirt,14,160.53,1842.88,0.18,0.09,PayPal,Diana,1
3061,2022-05-08 12:00:00,3289,East,Electronics,Laptop,9,184.41,1211.57,0.27,0.3,Cash,Charlie,5
3062,2022-05-08 13:00:00,1580,North,Home,Sofa,4,458.75,1394.6,0.24,0.35,Cash,Bob,4
3063,2022-05-08 14:00:00,3734,West,Electronics,Football,19,183.66,2861.42,0.18,0.3,Bank Transfer,Alice,2
3064,2022-05-08 15:00:00,2584,West,Electronics,Football,1,212.32,148.62,0.3,0.37,Bank Transfer,Bob,2
3065,2022-05-08 16:00:00,1482,South,Electronics,Shirt,13,381.76,4317.71,0.13,0.36,Cash,Charlie,5
3066,2022-05-08 17:00:00,4179,South,Beauty,Laptop,6,397.95,1790.78,0.25,0.32,Bank Transfer,Ethan,2
3067,2022-05-08 18:00:00,2249,East,Beauty,Laptop,1,46.62,34.96,0.25,0.36,Cash,Ethan,1
3068,2022-05-08 19:00:00,1672,North,Home,Sofa,17,353.51,4387.06,0.27,0.11,Cash,Alice,3
3069,2022-05-08 20:00:00,1630,South,Home,Laptop,3,243.87,512.13,0.3,0.31,PayPal,Alice,4
3070,2022-05-08 21:00:00,3708,South,Home,Laptop,17,71.26,1029.71,0.15,0.31,Cash,Charlie,2
3071,2022-05-08 22:00:00,1661,East,Electronics,Perfume,2,136.03,255.74,0.06,0.1,PayPal,Charlie,2
3072,2022-05-08 23:00:00,4503,East,Beauty,Shirt,7,27.29,164.29,0.14,0.37,Bank Transfer,Alice,2
3073,2022-05-09 00:00:00,3852,South,Clothing,Laptop,1,183.32,135.66,0.26,0.05,Credit Card,Ethan,2
3074,2022-05-09 01:00:00,4726,South,Electronics,Sofa,15,131.43,1478.59,0.25,0.2,Credit Card,Diana,3
3075,2022-05-09 02:00:00,3466,West,Sports,Football,4,194.14,698.9,0.1,0.06,PayPal,Diana,3
3076,2022-05-09 03:00:00,1987,North,Electronics,Laptop,6,292.27,1736.08,0.01,0.23,Bank Transfer,Diana,5
3077,2022-05-09 04:00:00,4526,West,Beauty,Laptop,13,367.51,4060.99,0.15,0.19,Cash,Ethan,1
3078,2022-05-09 05:00:00,4231,South,Sports,Football,13,304.65,3405.99,0.14,0.27,Cash,Bob,2
3079,2022-05-09 06:00:00,2546,West,Electronics,Perfume,1,340.8,330.58,0.03,0.32,Cash,Bob,5
3080,2022-05-09 07:00:00,1649,West,Beauty,Shirt,2,433.49,658.9,0.24,0.32,Cash,Ethan,1
3081,2022-05-09 08:00:00,1968,South,Beauty,Perfume,6,437.54,2388.97,0.09,0.3,Cash,Bob,3
3082,2022-05-09 09:00:00,3637,East,Clothing,Sofa,11,431.06,3840.74,0.19,0.09,Bank Transfer,Diana,2
3083,2022-05-09 10:00:00,2100,South,Electronics,Laptop,18,80.82,1411.12,0.03,0.2,PayPal,Ethan,3
3084,2022-05-09 11:00:00,3556,East,Beauty,Perfume,13,129.28,1243.67,0.26,0.34,Bank Transfer,Alice,2
3085,2022-05-09 12:00:00,1440,South,Home,Shirt,12,253.65,2374.16,0.22,0.28,PayPal,Ethan,3
3086,2022-05-09 13:00:00,4325,South,Beauty,Sofa,7,182.58,1124.69,0.12,0.29,PayPal,Charlie,5
3087,2022-05-09 14:00:00,1920,South,Clothing,Perfume,7,70.18,397.92,0.19,0.13,Bank Transfer,Diana,5
3088,2022-05-09 15:00:00,1769,North,Beauty,Laptop,7,147.44,970.16,0.06,0.16,Credit Card,Diana,3
3089,2022-05-09 16:00:00,2343,East,Electronics,Shirt,2,487.84,682.98,0.3,0.38,Bank Transfer,Charlie,3
3090,2022-05-09 17:00:00,2826,North,Electronics,Laptop,11,176.73,1477.46,0.24,0.35,Credit Card,Diana,4
3091,2022-05-09 18:00:00,1262,South,Sports,Laptop,1,212.36,161.39,0.24,0.11,PayPal,Charlie,2
3092,2022-05-09 19:00:00,4668,West,Electronics,Sofa,13,8.17,100.9,0.05,0.24,Bank Transfer,Charlie,4
3093,2022-05-09 20:00:00,4729,North,Sports,Shirt,12,361.11,4289.99,0.01,0.22,PayPal,Diana,3
3094,2022-05-09 21:00:00,4906,East,Home,Football,13,209.71,2235.51,0.18,0.21,Credit Card,Ethan,5
3095,2022-05-09 22:00:00,2577,South,Clothing,Laptop,7,56.05,376.66,0.04,0.21,PayPal,Charlie,2
3096,2022-05-09 23:00:00,4445,North,Home,Shirt,12,484.44,4476.23,0.23,0.28,Bank Transfer,Alice,5
3097,2022-05-10 00:00:00,3684,West,Sports,Laptop,17,389.83,5831.86,0.12,0.39,Credit Card,Charlie,3
3098,2022-05-10 01:00:00,4238,North,Beauty,Perfume,8,364.44,2623.97,0.1,0.36,Credit Card,Alice,4
3099,2022-05-10 02:00:00,4824,East,Beauty,Perfume,3,479.15,1408.7,0.02,0.36,PayPal,Ethan,2
3100,2022-05-10 03:00:00,3506,North,Home,Shirt,7,206.7,1012.83,0.3,0.3,PayPal,Charlie,4
3101,2022-05-10 04:00:00,1998,West,Beauty,Sofa,19,360.67,4865.44,0.29,0.06,Credit Card,Charlie,2
3102,2022-05-10 05:00:00,4351,West,Sports,Football,8,107.07,822.3,0.04,0.2,PayPal,Charlie,5
3103,2022-05-10 06:00:00,1699,East,Clothing,Perfume,14,350.07,4410.88,0.1,0.23,Cash,Alice,1
3104,2022-05-10 07:00:00,3349,West,Electronics,Sofa,14,11.97,147.47,0.12,0.34,Credit Card,Ethan,2
3105,2022-05-10 08:00:00,4602,South,Sports,Football,2,67.52,122.89,0.09,0.37,Credit Card,Diana,3
3106,2022-05-10 09:00:00,2603,West,Sports,Perfume,6,215.5,930.96,0.28,0.21,Cash,Bob,2
3107,2022-05-10 10:00:00,2241,South,Electronics,Football,16,10.99,137.16,0.22,0.16,Bank Transfer,Charlie,3
3108,2022-05-10 11:00:00,2125,North,Electronics,Laptop,9,233.67,1493.15,0.29,0.17,Bank Transfer,Charlie,1
3109,2022-05-10 12:00:00,3601,South,Clothing,Shirt,15,263.78,2927.96,0.26,0.25,Bank Transfer,Charlie,1
3110,2022-05-10 13:00:00,3335,South,Clothing,Perfume,19,312.7,4574.8,0.23,0.15,Bank Transfer,Diana,5
3111,2022-05-10 14:00:00,2190,North,Clothing,Perfume,15,54.69,648.08,0.21,0.37,Cash,Ethan,5
3112,2022-05-10 15:00:00,3668,West,Beauty,Laptop,12,94.6,840.05,0.26,0.2,Cash,Alice,1
3113,2022-05-10 16:00:00,2005,South,Sports,Perfume,9,308.58,2194.0,0.21,0.4,PayPal,Diana,2
3114,2022-05-10 17:00:00,1035,West,Electronics,Perfume,16,330.8,4975.23,0.06,0.09,Cash,Ethan,2
3115,2022-05-10 18:00:00,1743,North,Sports,Perfume,6,17.82,86.61,0.19,0.12,Cash,Bob,5
3116,2022-05-10 19:00:00,2764,East,Sports,Perfume,15,272.48,3474.12,0.15,0.23,Bank Transfer,Ethan,2
3117,2022-05-10 20:00:00,1352,West,Clothing,Perfume,13,393.57,3632.65,0.29,0.35,Bank Transfer,Ethan,2
3118,2022-05-10 21:00:00,4747,West,Clothing,Sofa,10,39.2,333.2,0.15,0.17,PayPal,Alice,2
3119,2022-05-10 22:00:00,2922,East,Sports,Perfume,14,209.52,2903.95,0.01,0.34,Cash,Ethan,2
3120,2022-05-10 23:00:00,1072,East,Clothing,Laptop,3,166.62,459.87,0.08,0.2,Credit Card,Ethan,3
3121,2022-05-11 00:00:00,3695,North,Beauty,Perfume,12,457.26,3950.73,0.28,0.35,Bank Transfer,Charlie,5
3122,2022-05-11 01:00:00,2376,West,Electronics,Football,1,96.97,68.85,0.29,0.15,Bank Transfer,Alice,1
3123,2022-05-11 02:00:00,2914,West,Sports,Football,16,162.59,2029.12,0.22,0.22,Cash,Ethan,1
3124,2022-05-11 03:00:00,2093,North,Electronics,Laptop,10,449.73,4407.35,0.02,0.15,Cash,Ethan,3
3125,2022-05-11 04:00:00,3472,West,Beauty,Sofa,9,168.67,1502.85,0.01,0.13,PayPal,Charlie,5
3126,2022-05-11 05:00:00,4046,South,Clothing,Laptop,18,268.02,4148.95,0.14,0.2,PayPal,Alice,3
3127,2022-05-11 06:00:00,1707,South,Home,Sofa,1,21.35,14.94,0.3,0.17,Cash,Bob,5
3128,2022-05-11 07:00:00,2804,South,Beauty,Shirt,10,492.53,3644.72,0.26,0.33,Cash,Alice,3
3129,2022-05-11 08:00:00,3608,West,Home,Football,7,413.35,2083.28,0.28,0.31,Credit Card,Diana,2
3130,2022-05-11 09:00:00,3875,South,Electronics,Football,10,319.03,2584.14,0.19,0.18,PayPal,Ethan,3
3131,2022-05-11 10:00:00,4713,South,Sports,Football,12,35.07,311.42,0.26,0.4,Credit Card,Diana,3
3132,2022-05-11 11:00:00,1955,North,Clothing,Sofa,11,42.06,416.39,0.1,0.39,Credit Card,Diana,4
3133,2022-05-11 12:00:00,3564,North,Beauty,Laptop,9,274.76,2448.11,0.01,0.37,Cash,Bob,5
3134,2022-05-11 13:00:00,3475,East,Clothing,Sofa,5,146.11,526.0,0.28,0.26,Cash,Ethan,2
3135,2022-05-11 14:00:00,4610,East,Home,Football,4,313.28,1165.4,0.07,0.19,Cash,Alice,3
3136,2022-05-11 15:00:00,1159,East,Home,Football,13,301.11,3053.26,0.22,0.16,Credit Card,Charlie,2
3137,2022-05-11 16:00:00,3196,East,Sports,Football,8,420.13,2688.83,0.2,0.06,Credit Card,Ethan,5
3138,2022-05-11 17:00:00,3823,North,Home,Football,16,144.28,2193.06,0.05,0.27,PayPal,Diana,1
3139,2022-05-11 18:00:00,4301,North,Sports,Shirt,1,291.04,273.58,0.06,0.24,PayPal,Diana,4
3140,2022-05-11 19:00:00,2735,North,Beauty,Football,17,389.79,5963.79,0.1,0.27,Bank Transfer,Ethan,4
3141,2022-05-11 20:00:00,2585,South,Sports,Sofa,15,247.93,2863.59,0.23,0.25,PayPal,Bob,5
3142,2022-05-11 21:00:00,1066,South,Home,Football,15,416.17,6180.12,0.01,0.1,Bank Transfer,Alice,4
3143,2022-05-11 22:00:00,4061,East,Electronics,Perfume,18,69.98,1108.48,0.12,0.29,PayPal,Charlie,1
3144,2022-05-11 23:00:00,4883,South,Sports,Shirt,6,368.28,1767.74,0.2,0.18,Bank Transfer,Bob,2
3145,2022-05-12 00:00:00,3428,West,Clothing,Football,2,471.78,896.38,0.05,0.23,PayPal,Alice,3
3146,2022-05-12 01:00:00,1057,North,Electronics,Perfume,5,169.28,812.54,0.04,0.18,PayPal,Ethan,5
3147,2022-05-12 02:00:00,4330,East,Sports,Sofa,19,186.34,3115.6,0.12,0.06,Credit Card,Bob,5
3148,2022-05-12 03:00:00,1341,East,Clothing,Shirt,7,46.36,295.31,0.09,0.36,Cash,Charlie,4
3149,2022-05-12 04:00:00,4909,West,Electronics,Football,9,322.54,2351.32,0.19,0.1,PayPal,Alice,3
3150,2022-05-12 05:00:00,2153,South,Sports,Sofa,2,278.46,395.41,0.29,0.25,Credit Card,Ethan,4
3151,2022-05-12 06:00:00,3774,East,Beauty,Perfume,7,24.97,174.79,0.0,0.36,Credit Card,Alice,4
3152,2022-05-12 07:00:00,2195,South,Clothing,Shirt,14,377.34,3856.41,0.27,0.13,Cash,Charlie,2
3153,2022-05-12 08:00:00,3817,South,Beauty,Football,15,415.5,5422.28,0.13,0.19,PayPal,Ethan,2
3154,2022-05-12 09:00:00,3661,West,Home,Sofa,12,454.02,4358.59,0.2,0.18,Bank Transfer,Diana,4
3155,2022-05-12 10:00:00,2232,East,Sports,Shirt,4,275.14,814.41,0.26,0.08,Bank Transfer,Diana,1
3156,2022-05-12 11:00:00,4874,South,Sports,Perfume,13,229.03,2471.23,0.17,0.2,Cash,Bob,5
3157,2022-05-12 12:00:00,3401,South,Clothing,Football,9,438.69,3829.76,0.03,0.22,Cash,Ethan,1
3158,2022-05-12 13:00:00,2494,West,Sports,Shirt,12,202.35,2331.07,0.04,0.06,Cash,Ethan,5
3159,2022-05-12 14:00:00,2821,West,Home,Perfume,10,329.44,2503.74,0.24,0.22,PayPal,Bob,3
3160,2022-05-12 15:00:00,1115,South,Sports,Perfume,9,309.6,2591.35,0.07,0.08,PayPal,Alice,3
3161,2022-05-12 16:00:00,4335,West,Electronics,Sofa,7,189.22,1099.37,0.17,0.36,PayPal,Bob,1
3162,2022-05-12 17:00:00,1661,South,Beauty,Perfume,12,48.01,501.22,0.13,0.28,Credit Card,Ethan,4
3163,2022-05-12 18:00:00,4883,East,Home,Perfume,16,15.6,227.14,0.09,0.07,Bank Transfer,Diana,4
3164,2022-05-12 19:00:00,2465,North,Home,Laptop,15,216.98,2473.57,0.24,0.34,Credit Card,Alice,3
3165,2022-05-12 20:00:00,4619,West,Beauty,Perfume,7,243.19,1327.82,0.22,0.18,Credit Card,Ethan,4
3166,2022-05-12 21:00:00,3500,North,Beauty,Football,8,412.23,2671.25,0.19,0.13,PayPal,Charlie,2
3167,2022-05-12 22:00:00,2868,South,Home,Shirt,7,210.13,1309.11,0.11,0.14,Cash,Diana,3
3168,2022-05-12 23:00:00,4548,South,Beauty,Football,11,144.17,1474.86,0.07,0.26,Cash,Diana,5
3169,2022-05-13 00:00:00,3334,South,Clothing,Football,4,233.74,794.72,0.15,0.08,Credit Card,Bob,5
3170,2022-05-13 01:00:00,4374,North,Beauty,Sofa,18,122.81,1657.94,0.25,0.07,Cash,Ethan,4
3171,2022-05-13 02:00:00,2016,South,Electronics,Laptop,19,50.22,791.97,0.17,0.27,Credit Card,Ethan,5
3172,2022-05-13 03:00:00,1310,West,Electronics,Laptop,7,60.96,302.97,0.29,0.39,Cash,Bob,5
3173,2022-05-13 04:00:00,1207,East,Clothing,Football,13,162.98,2118.74,0.0,0.22,PayPal,Ethan,1
3174,2022-05-13 05:00:00,3665,East,Beauty,Shirt,9,11.27,71.0,0.3,0.19,Credit Card,Ethan,1
3175,2022-05-13 06:00:00,3493,West,Electronics,Laptop,18,114.0,1621.08,0.21,0.38,Bank Transfer,Diana,5
3176,2022-05-13 07:00:00,3717,East,Sports,Laptop,7,394.82,2072.8,0.25,0.13,Credit Card,Alice,3
3177,2022-05-13 08:00:00,1632,North,Beauty,Football,16,121.14,1744.42,0.1,0.13,Cash,Charlie,5
3178,2022-05-13 09:00:00,3102,South,Clothing,Laptop,5,59.81,254.19,0.15,0.37,PayPal,Charlie,2
3179,2022-05-13 10:00:00,3959,South,Beauty,Sofa,7,474.79,2525.88,0.24,0.28,PayPal,Alice,3
3180,2022-05-13 11:00:00,4083,South,Home,Football,6,313.12,1446.61,0.23,0.07,Bank Transfer,Charlie,2
3181,2022-05-13 12:00:00,1656,North,Home,Laptop,2,34.71,62.48,0.1,0.29,PayPal,Alice,2
3182,2022-05-13 13:00:00,2423,North,Electronics,Laptop,7,35.81,225.6,0.1,0.34,PayPal,Ethan,4
3183,2022-05-13 14:00:00,2931,North,Home,Laptop,9,308.0,2217.6,0.2,0.15,Credit Card,Bob,1
3184,2022-05-13 15:00:00,4719,West,Clothing,Football,13,272.36,2549.29,0.28,0.18,PayPal,Ethan,4
3185,2022-05-13 16:00:00,4027,North,Electronics,Shirt,17,38.85,574.59,0.13,0.12,Cash,Bob,2
3186,2022-05-13 17:00:00,3562,East,Clothing,Perfume,17,116.04,1755.69,0.11,0.27,Bank Transfer,Alice,4
3187,2022-05-13 18:00:00,2679,West,Clothing,Laptop,15,464.88,5090.44,0.27,0.28,Bank Transfer,Ethan,4
3188,2022-05-13 19:00:00,4613,West,Home,Perfume,18,288.15,4149.36,0.2,0.07,Credit Card,Alice,3
3189,2022-05-13 20:00:00,1236,West,Home,Perfume,15,222.96,2943.07,0.12,0.29,Cash,Diana,4
3190,2022-05-13 21:00:00,4350,North,Clothing,Laptop,11,128.83,1388.79,0.02,0.28,PayPal,Alice,3
3191,2022-05-13 22:00:00,1347,West,Home,Laptop,12,71.18,666.24,0.22,0.06,Credit Card,Ethan,4
3192,2022-05-13 23:00:00,3674,North,Home,Perfume,17,204.3,3091.06,0.11,0.24,Cash,Bob,4
3193,2022-05-14 00:00:00,4175,North,Home,Shirt,12,461.57,5428.06,0.02,0.26,PayPal,Diana,2
3194,2022-05-14 01:00:00,1629,West,Beauty,Perfume,7,29.11,167.09,0.18,0.2,Credit Card,Ethan,2
3195,2022-05-14 02:00:00,2540,South,Clothing,Shirt,7,495.53,3121.84,0.1,0.37,Bank Transfer,Ethan,5
3196,2022-05-14 03:00:00,3003,South,Sports,Sofa,10,107.87,970.83,0.1,0.16,PayPal,Ethan,5
3197,2022-05-14 04:00:00,4943,West,Clothing,Shirt,16,207.34,2853.0,0.14,0.07,Bank Transfer,Diana,3
3198,2022-05-14 05:00:00,2271,South,Electronics,Football,11,27.3,234.23,0.22,0.29,PayPal,Ethan,2
3199,2022-05-14 06:00:00,1363,East,Home,Laptop,16,294.47,4334.6,0.08,0.26,PayPal,Bob,5
3200,2022-05-14 07:00:00,3368,East,Home,Sofa,2,244.36,478.95,0.02,0.4,Bank Transfer,Ethan,4
3201,2022-05-14 08:00:00,4704,North,Sports,Perfume,2,335.02,582.93,0.13,0.13,PayPal,Charlie,2
